rsm_name,customer_segment,support_status,credential,state,years_in_practice,practice_structure,referral_source,tests_interested_in,competitors_used,samples_per_week,hs_latest_source,customer_count,revenue,revenue_per_customer
Javier Alvarez,Repeat (2025),With Support,MD,FL,4-10 years,null,Conference/Event,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Longevity,null,null,DIRECT_TRAFFIC,1,58930.0,58930.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Patient Requested Testing,Toxins;Infections;Gut Health,Cyrex Labs;Genova,1-3,DIRECT_TRAFFIC,1,32220.0,32220.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,4-10 years,null,Google Search,Nutrients;Hormones;Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Autoimmune;Infections;Longevity,Cell Science Systems;Diagnostic Solutions;IGeneX;Dutch;BiomeFX;ZRT;SpectraCell;Microbiome Labs;Doctors Data;Cyrex Labs;Genova;Great Plans/Mosaic;Boston Heart;Oxford/MRT,1-3,DIRECT_TRAFFIC,1,23951.9,23951.9
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Patient Requested Testing,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity;Infections;Hormones;Food Reactions;Cardiovascular Health,Cell Science Systems;Diagnostic Solutions;Dutch;Doctors Data;Genova;Great Plans/Mosaic,11-20,DIRECT_TRAFFIC,1,18726.88,18726.88
Javier Alvarez,Repeat (2025),With Support,DO,FL,4-10 years,null,Conference/Event,Gut Health;Neural Health;Food Reactions;Toxins;Cardiovascular Health;Hormones;Nutrients;Autoimmune;Longevity,null,1-3,DIRECT_TRAFFIC,1,18170.0,18170.0
Javier Alvarez,Repeat (2025),With Support,DC,FL,11+ years,null,Social Media,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Cardiovascular Health;Food Reactions;Hormones;Infections;Longevity,Cell Science Systems;Dutch;Cyrex Labs,1-3,DIRECT_TRAFFIC,1,12850.0,12850.0
Javier Alvarez,Repeat (2025),With Support,DO,FL,0-3 years,null,Practitioner Referral,Cardiovascular Health;Gut Health;Neural Health;Toxins;Autoimmune;Nutrients;Food Reactions;Hormones;Infections;Longevity,null,null,EMAIL_MARKETING,1,12346.7,12346.7
Javier Alvarez,Repeat (2025),With Support,DC,FL,11+ years,null,Practitioner Referral,Gut Health;Toxins;Nutrients;Autoimmune;Cardiovascular Health;Hormones;Infections;Longevity,Boston Heart;Diagnostic Solutions;Dutch;Genova,1-3,DIRECT_TRAFFIC,1,11489.1,11489.1
Javier Alvarez,Repeat (2025),With Support,Others,FL,4-10 years,null,Practitioner Referral,Hormones;Nutrients;Longevity;Gut Health;Neural Health;Food Reactions;Toxins,null,null,DIRECT_TRAFFIC,1,9698.64,9698.64
Javier Alvarez,Repeat (2025),With Support,NP,FL,null,null,Vibrant Sales Rep,Gut Health;Toxins;Hormones;Infections;Longevity;Cardiovascular Health;Neural Health;Nutrients;Autoimmune;Food Reactions,null,null,DIRECT_TRAFFIC,1,9530.0,9530.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,0-3 years,null,Practitioner Referral,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Food Reactions;Cardiovascular Health;Longevity,Cyrex Labs;Dutch;Diagnostic Solutions;Genova;Great Plans/Mosaic,1-3,EMAIL_MARKETING,1,9230.38,9230.38
Javier Alvarez,Repeat (2025),With Support,Others,FL,4-10 years,null,Podcast,Gut Health;Longevity;Toxins;Cardiovascular Health;Infections;Nutrients;Autoimmune;Hormones;Food Reactions;Neural Health,Boston Heart,4-10,DIRECT_TRAFFIC,1,9207.94,9207.94
Javier Alvarez,Repeat (2025),With Support,NP,FL,0-3 years,null,Google Search,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Hormones;Toxins,null,1-3,DIRECT_TRAFFIC,1,8909.13,8909.13
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Conference/Event,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Food Reactions;Hormones;Cardiovascular Health;Infections;Longevity,Dutch;Genova;SpectraCell;Diagnostic Solutions,1-3,DIRECT_TRAFFIC,1,8750.0,8750.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,null,null,Conference/Event,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity;Infections;Hormones;Food Reactions;Cardiovascular Health,null,null,DIRECT_TRAFFIC,1,8467.02,8467.02
Javier Alvarez,Repeat (2025),With Support,ND,FL,4-10 years,null,Practitioner Referral,Gut Health;Toxins;Hormones;Nutrients;Longevity,Cell Science Systems;Dutch;Doctors Data;Microbiome Labs;ZRT;Great Plans/Mosaic;Genova,1-3,DIRECT_TRAFFIC,1,8299.05,8299.05
Javier Alvarez,Repeat (2025),No Support,DC,FL,11+ years,null,Patient Requested Testing,Toxins;Autoimmune;Longevity;Hormones;Cardiovascular Health;Gut Health;Neural Health;Nutrients,null,1-3,EMAIL_MARKETING,1,8160.0,8160.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Practitioner Referral,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity;Hormones;Infections;Food Reactions;Cardiovascular Health,Cell Science Systems;Diagnostic Solutions;IGeneX;Dutch;BiomeFX;ZRT;SpectraCell;Microbiome Labs;Doctors Data;Cyrex Labs;Genova;Great Plans/Mosaic;Boston Heart;Oxford/MRT,1-3,ORGANIC_SEARCH,1,7560.26,7560.26
Javier Alvarez,Repeat (2025),With Support,DC,FL,null,null,null,null,null,null,OFFLINE,1,7310.0,7310.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,0-3 years,null,Practitioner Referral,Gut Health;Autoimmune;Food Reactions;Toxins,Doctors Data;Great Plans/Mosaic;Diagnostic Solutions;SpectraCell,1-3,DIRECT_TRAFFIC,1,7190.0,7190.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,0-3 years,null,Vibrant Sales Rep,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity,null,4-10,DIRECT_TRAFFIC,1,7150.0,7150.0
Javier Alvarez,Repeat (2025),With Support,DC,FL,4-10 years,null,null,null,Diagnostic Solutions;Dutch;Cyrex Labs;Great Plans/Mosaic,4-10,DIRECT_TRAFFIC,1,6581.72,6581.72
Javier Alvarez,Repeat (2025),No Support,NP,FL,4-10 years,null,Google Search,Gut Health;Hormones;Nutrients;Autoimmune;Longevity;Food Reactions;Toxins,null,null,DIRECT_TRAFFIC,1,6500.0,6500.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,null,Gut Health;Neural Health;Toxins;Autoimmune;Nutrients;Cardiovascular Health;Food Reactions;Hormones;Infections;Longevity,Doctors Data;Genova;Great Plans/Mosaic,21+,EMAIL_MARKETING,1,6480.0,6480.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,null,null,Genova;Great Plans/Mosaic;Doctors Data;Diagnostic Solutions,null,EMAIL_MARKETING,1,6200.0,6200.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,0-3 years,null,Practitioner Referral,Gut Health;Cardiovascular Health,BiomeFX;Microbiome Labs;ZRT,1-3,EMAIL_MARKETING,1,6046.94,6046.94
Javier Alvarez,Repeat (2025),With Support,NP,FL,4-10 years,null,Conference/Event,Infections,IGeneX;Cyrex Labs;Genova;Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,5480.0,5480.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,null,null,Other,null,null,null,OFFLINE,1,4650.0,4650.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,11+ years,null,Conference/Event,Longevity;Infections;Hormones;Food Reactions;Cardiovascular Health;Gut Health;Neural Health;Toxins;Nutrients;Autoimmune,IGeneX;Genova,1-3,DIRECT_TRAFFIC,1,4580.0,4580.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,0-3 years,null,Practitioner Referral,Toxins;Gut Health;Infections;Food Reactions;Autoimmune;Nutrients;Cardiovascular Health;Hormones;Longevity,null,1-3,DIRECT_TRAFFIC,1,4569.17,4569.17
Javier Alvarez,Repeat (2025),With Support,Others,FL,4-10 years,null,Patient Requested Testing,Toxins;Food Reactions;Neural Health;Gut Health;Hormones;Infections;Nutrients;Autoimmune;Longevity;Cardiovascular Health,null,1-3,DIRECT_TRAFFIC,1,4250.0,4250.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,0-3 years,null,Social Media,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity,Genova,4-10,ORGANIC_SEARCH,1,4166.98,4166.98
Javier Alvarez,Repeat (2025),With Support,NP,FL,4-10 years,null,Practitioner Referral,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity;Infections;Hormones;Food Reactions;Cardiovascular Health,Genova,4-10,EMAIL_MARKETING,1,4085.32,4085.32
Javier Alvarez,Repeat (2025),With Support,NP,FL,0-3 years,null,Patient Requested Testing,Neural Health;Toxins;Nutrients;Autoimmune;Hormones;Infections;Longevity;Gut Health,SpectraCell;Cyrex Labs,4-10,DIRECT_TRAFFIC,1,3891.77,3891.77
Javier Alvarez,Repeat (2025),With Support,DO,FL,4-10 years,null,Patient Requested Testing,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Cardiovascular Health;Food Reactions;Hormones;Infections;Longevity,Dutch;Diagnostic Solutions;Cyrex Labs;Genova;Great Plans/Mosaic;Doctors Data,1-3,DIRECT_TRAFFIC,1,3844.57,3844.57
Javier Alvarez,Repeat (2025),With Support,Others,FL,11+ years,null,Conference/Event,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity;Infections;Hormones;Food Reactions;Cardiovascular Health,null,1-3,DIRECT_TRAFFIC,1,3710.0,3710.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,0-3 years,null,Vibrant Sales Rep,Gut Health;Neural Health;Toxins;Hormones;Autoimmune;Infections;Longevity,Cyrex Labs;Diagnostic Solutions;Genova;Great Plans/Mosaic,1-3,PAID_SEARCH,1,3440.0,3440.0
Javier Alvarez,Repeat (2025),With Support,DC,FL,11+ years,null,Practitioner Referral,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Cardiovascular Health;Food Reactions;Hormones;Infections;Longevity,IGeneX;Cyrex Labs;Genova;Great Plans/Mosaic,null,DIRECT_TRAFFIC,1,3269.63,3269.63
Javier Alvarez,Repeat (2025),No Support,Others,FL,11+ years,null,Conference/Event,null,Dutch;Genova;Doctors Data;Microbiome Labs;Diagnostic Solutions,1-3,DIRECT_TRAFFIC,1,3163.04,3163.04
Javier Alvarez,Repeat (2025),With Support,DC,FL,11+ years,null,Conference/Event,Toxins;Gut Health;Neural Health;Nutrients;Autoimmune;Longevity;Infections;Hormones;Food Reactions;Cardiovascular Health,Cell Science Systems;Dutch;Microbiome Labs;Genova;Great Plans/Mosaic,null,DIRECT_TRAFFIC,1,3080.0,3080.0
Javier Alvarez,Repeat (2025),With Support,NP,GA,null,null,Practitioner Referral,Infections;Food Reactions;Toxins,null,null,DIRECT_TRAFFIC,1,2600.0,2600.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Patient Requested Testing,Autoimmune;Infections,Cell Science Systems,1-3,PAID_SEARCH,1,2543.04,2543.04
Javier Alvarez,Repeat (2025),With Support,DO,FL,11+ years,null,Conference/Event,Gut Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity;Cardiovascular Health,Cell Science Systems;Diagnostic Solutions;Dutch;Cyrex Labs;Doctors Data;Microbiome Labs;SpectraCell;ZRT;Genova;Great Plans/Mosaic;Oxford/MRT,null,DIRECT_TRAFFIC,1,2520.0,2520.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,11+ years,null,null,Toxins,Doctors Data;Dutch;Diagnostic Solutions;Genova;Great Plans/Mosaic,4-10,DIRECT_TRAFFIC,1,2495.0,2495.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,null,null,Practitioner Referral,Gut Health,null,null,DIRECT_TRAFFIC,1,2300.0,2300.0
Javier Alvarez,Repeat (2025),With Support,DC,FL,11+ years,null,Google Search,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Longevity;Autoimmune;Infections;Nutrients;Hormones,Great Plans/Mosaic;Doctors Data;Genova,1-3,DIRECT_TRAFFIC,1,2160.0,2160.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Conference/Event,Gut Health;Cardiovascular Health;Neural Health;Hormones;Nutrients;Infections;Autoimmune;Longevity;Toxins;Food Reactions,Dutch;SpectraCell;ZRT;Diagnostic Solutions;Genova,4-10,PAID_SEARCH,1,2000.0,2000.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,0-3 years,null,Podcast,Gut Health;Toxins;Autoimmune;Food Reactions;Longevity;Infections;Hormones,Diagnostic Solutions;IGeneX;Dutch,null,DIRECT_TRAFFIC,1,2000.0,2000.0
Javier Alvarez,Repeat (2025),No Support,DO,FL,11+ years,null,Conference/Event,Gut Health;Toxins;Autoimmune,Cell Science Systems;Diagnostic Solutions;ZRT;Microbiome Labs;Doctors Data;Cyrex Labs;Genova;Great Plans/Mosaic;Boston Heart,11-20,DIRECT_TRAFFIC,1,1950.0,1950.0
Javier Alvarez,Repeat (2025),With Support,NP,GA,null,null,Practitioner Referral,Gut Health;Neural Health;Toxins;Autoimmune;Longevity;Infections;Hormones;Nutrients;Cardiovascular Health;Food Reactions,null,null,DIRECT_TRAFFIC,1,1880.0,1880.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,I'm not yet in practice,null,Practitioner Referral,Gut Health;Cardiovascular Health;Food Reactions;Hormones;Longevity,null,1-3,EMAIL_MARKETING,1,1850.0,1850.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,11+ years,null,Social Media,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity,Dutch;Doctors Data,1-3,DIRECT_TRAFFIC,1,1820.0,1820.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Practitioner Referral,Toxins;Hormones;Gut Health;Longevity;Autoimmune,Doctors Data;Dutch,null,DIRECT_TRAFFIC,1,1760.0,1760.0
Javier Alvarez,Repeat (2025),With Support,DO,FL,11+ years,null,Podcast,Toxins;Neural Health;Gut Health;Autoimmune;Infections;Nutrients,Genova;Great Plans/Mosaic;Dutch,1-3,EMAIL_MARKETING,1,1760.0,1760.0
Javier Alvarez,Repeat (2025),With Support,DC,FL,4-10 years,null,Practitioner Referral,Neural Health;Toxins;Hormones;Nutrients;Gut Health;Food Reactions,Genova,1-3,DIRECT_TRAFFIC,1,1740.0,1740.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,11+ years,null,Practitioner Referral,null,Diagnostic Solutions;Cyrex Labs;SpectraCell;ZRT;Genova;Great Plans/Mosaic,1-3,DIRECT_TRAFFIC,1,1705.0,1705.0
Javier Alvarez,Repeat (2025),No Support,DO,FL,11+ years,null,Patient Requested Testing,Gut Health;Food Reactions;Toxins;Infections,Genova,null,REFERRALS,1,1700.0,1700.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Patient Requested Testing,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity,Genova,1-3,PAID_SEARCH,1,1670.0,1670.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,4-10 years,null,Patient Requested Testing,Gut Health;Food Reactions,null,4-10,DIRECT_TRAFFIC,1,1620.0,1620.0
Javier Alvarez,Repeat (2025),With Support,DO,FL,11+ years,null,Patient Requested Testing,Gut Health;Cardiovascular Health;Food Reactions;Toxins;Infections;Nutrients;Longevity,SpectraCell;ZRT;Genova;Boston Heart,null,PAID_SEARCH,1,1560.0,1560.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,4-10 years,null,Practitioner Referral,Gut Health;Toxins;Hormones;Nutrients;Infections;Longevity,Diagnostic Solutions;Dutch;Doctors Data;Great Plans/Mosaic,4-10,DIRECT_TRAFFIC,1,1560.0,1560.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,4-10 years,null,Practitioner Referral,Toxins;Food Reactions,Cell Science Systems;Diagnostic Solutions;Dutch;Microbiome Labs;SpectraCell;Genova,1-3,DIRECT_TRAFFIC,1,1560.0,1560.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,null,Programs,Practitioner Referral,Gut Health;Food Reactions;Toxins;Infections;Autoimmune;Longevity,null,null,DIRECT_TRAFFIC,1,1520.0,1520.0
Javier Alvarez,Repeat (2025),No Support,MD,FL,4-10 years,null,Patient Requested Testing,Nutrients;Hormones;Autoimmune;Longevity;Toxins,Diagnostic Solutions;Dutch;Doctors Data;Genova,4-10,REFERRALS,1,1460.0,1460.0
Javier Alvarez,Repeat (2025),No Support,MD,FL,11+ years,null,Conference/Event,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity,Diagnostic Solutions;Dutch;Doctors Data,4-10,DIRECT_TRAFFIC,1,1360.0,1360.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,11+ years,null,Conference/Event,Gut Health;Nutrients;Autoimmune;Longevity;Infections;Toxins;Neural Health,Doctors Data;Cyrex Labs;Genova;Great Plans/Mosaic;Boston Heart;Dutch;IGeneX,1-3,PAID_SEARCH,1,1342.66,1342.66
Javier Alvarez,Repeat (2025),With Support,NP,FL,11+ years,null,Practitioner Referral,Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity;Infections;Hormones;Food Reactions;Cardiovascular Health,null,1-3,DIRECT_TRAFFIC,1,1296.48,1296.48
Javier Alvarez,Repeat (2025),With Support,RD,FL,0-3 years,null,null,Gut Health;Toxins;Nutrients;Hormones;Food Reactions;Longevity,Genova;Dutch,1-3,PAID_SEARCH,1,1280.0,1280.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,null,null,Conference/Event,Gut Health; Toxins,null,null,OFFLINE,1,1260.0,1260.0
Javier Alvarez,Repeat (2025),No Support,NP,FL,4-10 years,null,Patient Requested Testing,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity,Microbiome Labs;Dutch,4-10,ORGANIC_SEARCH,1,1200.0,1200.0
Javier Alvarez,Repeat (2025),With Support,DO,FL,11+ years,null,Conference/Event,Toxins;Gut Health;Autoimmune,null,null,PAID_SEARCH,1,1120.0,1120.0
Javier Alvarez,Repeat (2025),With Support,Others,FL,4-10 years,null,Patient Requested Testing,Gut Health;Neural Health;Toxins;Infections;Cardiovascular Health;Food Reactions;Nutrients,Genova;Cell Science Systems;Doctors Data,4-10,REFERRALS,1,1080.0,1080.0
Javier Alvarez,Repeat (2025),No Support,MD,FL,null,null,Practitioner Referral,Infections;Nutrients;Hormones;Autoimmune;Longevity;Toxins;Food Reactions;Neural Health;Cardiovascular Health;Gut Health,null,null,ORGANIC_SEARCH,1,1040.0,1040.0
Javier Alvarez,Repeat (2025),No Support,NP,FL,4-10 years,null,Practitioner Referral,Toxins,null,null,DIRECT_TRAFFIC,1,1040.0,1040.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,11+ years,null,Practitioner Referral,Gut Health;Hormones;Toxins,null,null,DIRECT_TRAFFIC,1,1040.0,1040.0
Javier Alvarez,Repeat (2025),No Support,MD,FL,0-3 years,null,null,Cardiovascular Health;Gut Health;Neural Health;Toxins;Nutrients;Autoimmune;Longevity;Infections;Hormones;Food Reactions,null,null,DIRECT_TRAFFIC,1,1020.0,1020.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,null,null,Patient Requested Testing,Gut Health;Autoimmune;Food Reactions,null,null,ORGANIC_SEARCH,1,1000.0,1000.0
Javier Alvarez,Repeat (2025),No Support,NP,FL,11+ years,null,Practitioner Referral,Gut Health;Cardiovascular Health;Neural Health;Food Reactions;Toxins;Hormones;Nutrients;Autoimmune;Longevity;Infections,Dutch;Cyrex Labs;SpectraCell;ZRT;Genova;Great Plans/Mosaic;Boston Heart,1-3,EMAIL_MARKETING,1,920.0,920.0
Javier Alvarez,Repeat (2025),No Support,NP,FL,0-3 years,null,Practitioner Referral,Gut Health;Food Reactions;Toxins;Hormones;Nutrients;Infections;Autoimmune;Longevity;Cardiovascular Health;Neural Health,null,null,DIRECT_TRAFFIC,1,900.0,900.0
Javier Alvarez,Repeat (2025),With Support,RD,FL,4-10 years,null,IFM (Institute for Functional Medicine),Gut Health;Longevity;Hormones;Food Reactions;Cardiovascular Health,Diagnostic Solutions;Dutch;Microbiome Labs,null,DIRECT_TRAFFIC,1,850.0,850.0
Javier Alvarez,Repeat (2025),No Support,NP,FL,null,null,Patient Requested Testing,Food Reactions,null,null,ORGANIC_SEARCH,1,840.0,840.0
Javier Alvarez,Repeat (2025),No Support,MD,FL,null,null,Patient Requested Testing,Toxins;Hormones,null,null,REFERRALS,1,800.0,800.0
Javier Alvarez,Repeat (2025),With Support,MD,FL,null,null,Practitioner Referral,Gut Health;Neural Health;Food Reactions;Toxins;Nutrients;Infections;Autoimmune;Longevity,null,null,EMAIL_MARKETING,1,770.0,770.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,11+ years,null,Google Search,Longevity;Hormones;Food Reactions;Autoimmune;Nutrients;Toxins;Neural Health;Gut Health;Cardiovascular Health;Infections,Cell Science Systems;SpectraCell,null,DIRECT_TRAFFIC,1,680.0,680.0
Javier Alvarez,Repeat (2025),With Support,NP,FL,0-3 years,null,Practitioner Referral,Gut Health;Cardiovascular Health;Food Reactions;Toxins,Boston Heart;Microbiome Labs,1-3,REFERRALS,1,677.5,677.5
Javier Alvarez,Repeat (2025),With Support,NP,FL,0-3 years,null,Google Search,Cardiovascular Health;Food Reactions;Infections;Longevity;Hormones;Autoimmune;Nutrients;Toxins;Neural Health;Gut Health,null,1-3,PAID_SEARCH,1,519.85,519.85
Javier Alvarez,Repeat (2025),No Support,MD,FL,11+ years,null,null,null,null,4-10,DIRECT_TRAFFIC,1,500.0,500.0
Kevin Sullivan,Existing (Pre-2025),With Support,DC,CA,11+ years,null,null,Cardiovascular Health,null,11-20,DIRECT_TRAFFIC,1,602041.98,602041.98
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,4-10 years,null,Vibrant Sales Rep,Autoimmune;Gut Health;Toxins;Neural Health;Food Reactions;Hormones,null,4-10,DIRECT_TRAFFIC,1,255008.0,255008.0
Kevin Sullivan,Existing (Pre-2025),With Support,Others,CA,null,null,null,null,null,null,DIRECT_TRAFFIC,2,228622.56,114311.28
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,null,null,null,Toxins;Cardiovascular Health;Nutrients;NutriProZ;Regenere,null,null,EMAIL_MARKETING,1,205752.97,205752.97
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,null,null,null,null,null,null,OFFLINE,12,199351.76,16612.64
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,Toxins;Gut Health,null,null,OFFLINE,1,178408.63,178408.63
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,null,null,null,EMAIL_MARKETING,1,159488.3,159488.3
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,null,null,null,OFFLINE,5,145386.94,29077.38
Kevin Sullivan,Existing (Pre-2025),With Support,DC,CA,null,null,null,null,null,null,OFFLINE,3,135405.0,45135.0
Kevin Sullivan,Existing (Pre-2025),With Support,Others,CA,11+ years,null,null,null,null,1-3,DIRECT_TRAFFIC,3,121118.77,40372.92
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,null,null,null,null,null,null,DIRECT_TRAFFIC,1,102550.58,102550.58
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,Toxins,null,null,DIRECT_TRAFFIC,1,99402.22,99402.22
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,null,null,null,Food Reactions;Hormones,null,null,OFFLINE,1,97020.24,97020.24
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,null,null,null,Toxins;Neural Health;Autoimmune;Longevity,null,null,DIRECT_TRAFFIC,1,93620.58,93620.58
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,Toxins;Gut Health,null,null,DIRECT_TRAFFIC,1,87660.0,87660.0
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,null,null,null,null,null,null,EMAIL_MARKETING,6,82217.14,13702.85
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,11+ years,null,null,null,Diagnostic Solutions;IGeneX;Dutch;ZRT;Microbiome Labs;Doctors Data;Cyrex Labs;Genova;Great Plans/Mosaic;Boston Heart,11-20,DIRECT_TRAFFIC,1,59779.14,59779.14
Kevin Sullivan,Existing (Pre-2025),With Support,RD,CA,null,null,null,Toxins;Food Reactions;Gut Health,null,null,DIRECT_TRAFFIC,1,58780.28,58780.28
Kevin Sullivan,Existing (Pre-2025),With Support,RD,CA,null,null,null,null,null,null,REFERRALS,1,56841.93,56841.93
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,Gut Health;Hormones;Autoimmune,null,null,OFFLINE,1,54723.27,54723.27
Kevin Sullivan,Existing (Pre-2025),With Support,Others,CA,0-3 years,null,null,Gut Health,null,4-10,DIRECT_TRAFFIC,1,50199.37,50199.37
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,Cardiovascular Health;Toxins;Hormones,null,null,EMAIL_MARKETING,1,45597.88,45597.88
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,4-10 years,null,null,null,null,4-10,DIRECT_TRAFFIC,1,44753.5,44753.5
Kevin Sullivan,Existing (Pre-2025),With Support,DO,CA,null,null,null,null,null,null,OFFLINE,3,43903.63,14634.54
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,Practitioner Referral,NutriProZ,null,null,ORGANIC_SEARCH,1,42427.87,42427.87
Kevin Sullivan,Existing (Pre-2025),With Support,DC,CA,null,null,null,NutriProZ;Regenere;Hormones,null,null,DIRECT_TRAFFIC,1,42379.9,42379.9
Kevin Sullivan,Existing (Pre-2025),With Support,MD,CA,null,null,null,null,null,null,DIRECT_TRAFFIC,2,41615.2,20807.6
Kevin Sullivan,Existing (Pre-2025),With Support,NP,CA,0-3 years,null,Practitioner Referral,Gut Health;Toxins;Hormones;Nutrients;NutriProZ,Diagnostic Solutions,1-3,DIRECT_TRAFFIC,1,40860.2,40860.2
Kevin Sullivan,Existing (Pre-2025),With Support,Others,CA,4-10 years,null,null,null,null,1-3,DIRECT_TRAFFIC,2,40339.2,20169.6
Kevin Sullivan,Existing (Pre-2025),With Support,DC,CA,11+ years,null,null,null,Cyrex Labs;Great Plans/Mosaic;Boston Heart,4-10,DIRECT_TRAFFIC,1,39585.0,39585.0
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,4-10 years,null,null,null,null,11-20,DIRECT_TRAFFIC,1,36385.68,36385.68
Kevin Sullivan,Existing (Pre-2025),No Support,ND,CA,11+ years,null,null,Cardiovascular Health;Gut Health;Toxins;Hormones;NutriProZ,null,null,DIRECT_TRAFFIC,1,33510.8,33510.8
Kevin Sullivan,Existing (Pre-2025),With Support,DC,CA,null,null,null,Toxins,null,null,DIRECT_TRAFFIC,1,31243.36,31243.36
Kevin Sullivan,Existing (Pre-2025),With Support,ND,CA,null,null,null,Gut Health;Food Reactions;Hormones;Nutrients,null,null,EMAIL_MARKETING,1,29771.6,29771.6
